time,FLOW,TEMP,SALT,OXY_oxy
2018-07-18,8.00E-04,20.4148,0,265.0187
2018-07-19,7.00E-04,18.9759,0,272.7761
2018-07-20,7.00E-04,19.2485,0,271.2755
2018-07-21,7.00E-04,19.3557,0,270.6895
2018-07-22,7.00E-04,19.042,0,272.4112
2018-07-23,0.0024,18.9587,0,272.8713
2018-07-24,0.0041,19.389,0,270.5083
2018-07-25,0.0063,19.1577,0,271.7738
2018-07-26,0.0022,19.604,0,269.3411
2018-07-27,0.0012,20.0864,0,266.7545
2018-07-28,7.00E-04,19.7999,0,268.2851
2018-07-29,4.00E-04,19.244,0,271.3006
2018-07-30,5.00E-04,19.8555,0,267.9867
2018-07-31,6.00E-04,19.4264,0,270.3046
2018-08-01,0.0015,19.8906,0,267.7987
2018-08-02,0.0091,19.7009,0,268.8175
2018-08-03,0.0061,19.1111,0,272.0299
2018-08-04,0.0031,19.664,0,269.0169
2018-08-05,0.0012,20.3637,0,265.2871
2018-08-06,6.00E-04,20.6046,0,264.0245
2018-08-07,6.00E-04,20.7632,0,263.199
2018-08-08,5.00E-04,20.8025,0,262.9953
2018-08-09,3.00E-04,20.7215,0,263.4159
2018-08-10,2.00E-04,20.3407,0,265.4084
2018-08-11,3.00E-04,20.5299,0,264.4151
2018-08-12,4.00E-04,20.0085,0,267.1688
2018-08-13,4.00E-04,19.3985,0,270.4561
2018-08-14,5.00E-04,18.8217,0,273.6318
2018-08-15,5.00E-04,19.1046,0,272.0661
2018-08-16,5.00E-04,20.0697,0,266.8432
2018-08-17,5.00E-04,20.8776,0,262.6065
2018-08-18,6.00E-04,20.466,0,264.7496
2018-08-19,6.00E-04,20.1869,0,266.2211
2018-08-20,2.00E-04,20.0305,0,267.0515
2018-08-21,0.0034,20.16,0,266.3636
2018-08-22,0.0012,19.8529,0,268.0006
2018-08-23,0.0011,17.6858,0,280.083
2018-08-24,0.001,16.7946,0,285.3381
2018-08-25,9.00E-04,17.3564,0,282.0054
2018-08-26,7.00E-04,18.319,0,276.454
2018-08-27,6.00E-04,19.8564,0,267.9822
2018-08-28,5.00E-04,20.448,0,264.8442
2018-08-29,4.00E-04,20.7037,0,263.508
2018-08-30,3.00E-04,20.8805,0,262.5914
2018-08-31,2.00E-04,20.4367,0,264.9038
2018-09-01,0.0016,20.2593,0,265.8381
2018-09-02,0.0031,20.0485,0,266.9557
2018-09-03,0.0045,20.8565,0,262.7158
2018-09-04,0.006,21.1256,0,261.3298
2018-09-05,0.0074,21.3304,0,260.2838
2018-09-06,0.0089,21.0014,0,261.9681
2018-09-07,0.0103,21.0059,0,261.9445
2018-09-08,0.0117,20.4693,0,264.7327
2018-09-09,0.0132,17.7854,0,279.5066
2018-09-10,0.0051,17.4676,0,281.3537
2018-09-11,9.00E-04,18.5356,0,275.2313
2018-09-12,0.0018,19.2385,0,271.3304
2018-09-13,6.00E-04,19.7874,0,268.3523
2018-09-14,3.00E-04,19.9364,0,267.5541
2018-09-15,4.00E-04,19.806,0,268.2521
2018-09-16,0.0052,19.4269,0,270.3018
2018-09-17,0.0463,19.4578,0,270.1335
2018-09-18,0.008,19.4108,0,270.3891
2018-09-19,0.0023,19.2999,0,270.9945
2018-09-20,8.00E-04,19.7402,0,268.606
2018-09-21,5.00E-04,20.3711,0,265.2482
2018-09-22,0.0101,20.0111,0,267.1549
2018-09-23,0.0582,17.9377,0,278.6291
2018-09-24,0.0124,17.087,0,283.5948
2018-09-25,0.0058,17.7583,0,279.6632
2018-09-26,0.004,18.4175,0,275.8967
2018-09-27,0.0084,17.5107,0,281.1018
2018-09-28,0.0154,16.9465,0,284.4302
2018-09-29,0.0116,17.0695,0,283.6986
2018-09-30,0.0081,17.0877,0,283.5904
2018-10-01,0.0071,18.019,0,278.163
2018-10-02,0.006,18.4229,0,275.8661
2018-10-03,0.0052,18.7971,0,273.7686
2018-10-04,0.0041,19.1808,0,271.6468
2018-10-05,0.0026,19.3911,0,270.4964
2018-10-06,0.0019,19.1849,0,271.6245
2018-10-07,0.0018,19.3694,0,270.6151
2018-10-08,0.0012,19.5387,0,269.6944
2018-10-09,0.0013,19.2971,0,271.0098
2018-10-10,0.0038,19.1385,0,271.8792
2018-10-11,0.1086,19.034,0,272.4554
2018-10-12,0.0988,16.995,0,284.1411
2018-10-13,0.0754,16.4398,0,287.4794
2018-10-14,0.0714,15.8619,0,291.0295
2018-10-15,0.0763,16.9295,0,284.5315
2018-10-16,0.0793,16.8824,0,284.8126
2018-10-17,0.0712,15.9825,0,290.282
2018-10-18,0.0594,14.5701,0,299.2544
2018-10-19,0.047,14.3596,0,300.6343
2018-10-20,0.0401,14.9314,0,296.9128
2018-10-21,0.0335,11.9542,0,317.2421
2018-10-22,0.0268,11.4794,0,320.7137
2018-10-23,0.0246,12.3609,0,314.3204
2018-10-24,0.0215,11.5028,0,320.5408
2018-10-25,0.0193,10.5493,0,327.7126
2018-10-26,0.0244,10.3007,0,329.6286
2018-10-27,0.0285,11.1505,0,323.1579
2018-10-28,0.0232,11.0856,0,323.6441
2018-10-29,0.0207,10.7992,0,325.8053
2018-10-30,0.0186,10.5796,0,327.4802
2018-10-31,0.0167,11.8647,0,317.8913
2018-11-01,0.0146,13.009,0,309.7634
2018-11-02,0.0178,13.8831,0,303.7994
2018-11-03,0.0177,10.9378,0,324.7564
2018-11-04,0.0146,10.1506,0,330.7953
2018-11-05,0.0142,11.6126,0,319.7328
2018-11-06,0.0153,12.4864,0,313.4292
2018-11-07,0.0146,11.819,0,318.2239
2018-11-08,0.0119,11.6982,0,319.1052
2018-11-09,0.0119,10.311,0,329.5487
2018-11-10,0.0113,8.077,0,347.6851
2018-11-11,0.0093,6.2357,0,363.9826
2018-11-12,0.0147,6.5743,0,360.8882
2018-11-13,0.033,8.5786,0,343.4628
2018-11-14,0.0268,7.9847,0,348.4718
2018-11-15,0.0621,7.5105,0,352.5624
2018-11-16,0.0812,8.0229,0,348.1455
2018-11-17,0.0719,8.1175,0,347.3407
2018-11-18,0.0667,8.166,0,346.9289
2018-11-19,0.0657,8.5987,0,343.2958
2018-11-20,0.0599,8.548,0,343.718
2018-11-21,0.0514,7.4521,0,353.0723
2018-11-22,0.0452,7.2945,0,354.4539
2018-11-23,0.0389,6.0604,0,365.6031
2018-11-24,0.0535,6.3669,0,362.7785
2018-11-25,0.0571,7.4544,0,353.0523
2018-11-26,0.052,7.6702,0,351.1755
2018-11-27,0.0494,5.6926,0,369.0434
2018-11-28,0.0451,3.8966,0,386.6658
2018-11-29,0.0409,4.6338,0,379.2629
2018-11-30,0.0387,6.613,0,360.5369
2018-12-01,0.0378,6.46,0,361.9276
2018-12-02,0.0346,7.1291,0,355.9141
2018-12-03,0.0344,7.0272,0,356.8186
2018-12-04,0.0309,5.7977,0,368.0546
2018-12-05,0.0291,5.0964,0,374.7394
2018-12-06,0.0265,4.3724,0,381.8597
2018-12-07,0.0248,4.7164,0,378.4484
2018-12-08,0.023,4.4161,0,381.4229
2018-12-09,0.0279,1.958,0,407.3411
2018-12-10,0.0296,3.6596,0,389.0977
2018-12-11,0.028,3.0649,0,395.3152
2018-12-12,0.0257,3.7509,0,388.1571
2018-12-13,0.0252,4.4279,0,381.3056
2018-12-14,0.0341,4.6804,0,378.8024
2018-12-15,0.0734,5.7608,0,368.401
2018-12-16,0.0887,5.98,0,366.3505
2018-12-17,0.088,5.4025,0,371.7961
2018-12-18,0.0883,4.7509,0,378.1083
2018-12-19,0.0839,4.6664,0,378.9411
2018-12-20,0.0949,5.5084,0,370.7869
2018-12-21,0.115,6.9216,0,357.7606
2018-12-22,0.1013,5.5727,0,370.1768
2018-12-23,0.0934,5.1755,0,373.9745
2018-12-24,0.0899,4.9589,0,376.0743
2018-12-25,0.0874,4.7806,0,377.8167
2018-12-26,0.0853,4.4919,0,380.6689
2018-12-27,0.0836,4.6101,0,379.4966
2018-12-28,0.102,5.7643,0,368.3687
2018-12-29,0.0975,6.1419,0,364.8486
2018-12-30,0.0907,5.9739,0,366.4078
2018-12-31,0.0848,6.2933,0,363.4529
2019-01-01,0.0832,6.9191,0,357.7829
2019-01-02,0.0814,6.1617,0,364.6657
2019-01-03,0.0821,6.369,0,362.7594
2019-01-04,0.0817,6.1063,0,365.1783
2019-01-05,0.0817,6.2535,0,363.8187
2019-01-06,0.0794,5.9628,0,366.5106
2019-01-07,0.0787,5.6884,0,369.0827
2019-01-08,0.0787,6.4259,0,362.2384
2019-01-09,0.0798,5.4665,0,371.1862
2019-01-10,0.0861,3.7705,0,387.956
2019-01-11,0.0821,3.4786,0,390.9719
2019-01-12,0.0784,3.4648,0,391.116
2019-01-13,0.0786,3.2991,0,392.8471
2019-01-14,0.0722,3.579,0,389.9309
2019-01-15,0.0734,3.742,0,388.2492
2019-01-16,0.0704,3.5771,0,389.9503
2019-01-17,0.0658,3.3302,0,392.5208
2019-01-18,0.0629,4.106,0,384.5375
2019-01-19,0.0617,4.1434,0,384.1596
2019-01-20,0.0824,3.6905,0,388.7787
2019-01-21,0.0801,1.3245,0,414.5015
2019-01-22,0.0691,1.7139,0,410.0762
2019-01-23,0.0631,3.1187,0,394.7453
2019-01-24,0.0759,4.3007,0,382.5771
2019-01-25,0.0799,2.8461,0,397.6444
2019-01-26,0.0767,2.6816,0,399.412
2019-01-27,0.0699,3.0083,0,395.9153
2019-01-28,0.0633,3.4169,0,391.6152
2019-01-29,0.0603,3.2822,0,393.0241
2019-01-30,0.0587,1.9857,0,407.0326
2019-01-31,0.0555,1.6218,0,411.1156
2019-02-01,0.0521,2.7114,0,399.0911
2019-02-02,0.0509,3.5382,0,390.353
2019-02-03,0.0497,4.6214,0,379.3854
2019-02-04,0.0482,5.0475,0,375.2128
2019-02-05,0.0462,6.0566,0,365.6389
2019-02-06,0.044,6.3624,0,362.8195
2019-02-07,0.0445,7.5664,0,352.0764
2019-02-08,0.0424,6.8695,0,358.2267
2019-02-09,0.0386,4.335,0,382.2338
2019-02-10,0.0358,3.8206,0,387.4423
2019-02-11,0.0378,5.0311,0,375.3715
2019-02-12,0.0475,4.7755,0,377.8668
2019-02-13,0.0503,4.7637,0,377.9824
2019-02-14,0.0458,4.979,0,375.8786
2019-02-15,0.0434,6.1724,0,364.5666
2019-02-16,0.0476,5.6647,0,369.3068
2019-02-17,0.0512,4.6497,0,379.1055
2019-02-18,0.064,5.178,0,373.9504
2019-02-19,0.0603,4.8675,0,376.9657
2019-02-20,0.0767,3.4522,0,391.2472
2019-02-21,0.1007,5.2185,0,373.56
2019-02-22,0.1134,5.569,0,370.2124
2019-02-23,0.1329,5.5351,0,370.5335
2019-02-24,0.1218,6.0362,0,365.8274
2019-02-25,0.1027,5.1311,0,374.4029
2019-02-26,0.0975,5.6501,0,369.4445
2019-02-27,0.0923,5.591,0,370.0031
2019-02-28,0.0867,6.4874,0,361.6779
2019-03-01,0.0862,5.7334,0,368.6587
2019-03-02,0.0875,6.5055,0,361.5129
2019-03-03,0.0866,6.1282,0,364.9748
2019-03-04,0.0915,5.4806,0,371.0514
2019-03-05,0.088,4.9576,0,376.0865
2019-03-06,0.0867,4.4268,0,381.317
2019-03-07,0.0828,4.726,0,378.3531
2019-03-08,0.0817,4.7344,0,378.2711
2019-03-09,0.0825,4.9725,0,375.9415
2019-03-10,0.0805,6.1633,0,364.6503
2019-03-11,0.085,6.1016,0,365.2217
2019-03-12,0.0832,5.8295,0,367.7567
2019-03-13,0.0823,6.2728,0,363.6415
2019-03-14,0.0824,7.6523,0,351.3307
2019-03-15,0.0838,8.7864,0,341.7407
2019-03-16,0.0842,7.2803,0,354.5786
2019-03-17,0.0836,7.2817,0,354.5667
2019-03-18,0.0842,7.3181,0,354.2465
2019-03-19,0.0835,7.2953,0,354.4466
2019-03-20,0.0829,7.6744,0,351.1395
2019-03-21,0.0836,8.3844,0,345.0873
2019-03-22,0.0828,7.9911,0,348.4166
2019-03-23,0.0772,7.6116,0,351.6838
2019-03-24,0.0777,8.2903,0,345.8786
2019-03-25,0.0756,9.0726,0,339.392
2019-03-26,0.0736,9.2511,0,337.9413
2019-03-27,0.0701,8.6871,0,342.5619
2019-03-28,0.0697,9.2636,0,337.8402
2019-03-29,0.0708,10.4109,0,328.7766
2019-03-30,0.0713,11.4666,0,320.8083
2019-03-31,0.0727,11.1244,0,323.3536
2019-04-01,0.0766,9.2625,0,337.8494
2019-04-02,0.0764,9.0109,0,339.8956
2019-04-03,0.0719,9.9302,0,332.5217
2019-04-04,0.0638,10.9882,0,324.3762
2019-04-05,0.0606,10.8041,0,325.7687
2019-04-06,0.0597,11.8309,0,318.1367
2019-04-07,0.0548,12.3131,0,314.6614
2019-04-08,0.0632,13.0772,0,309.2905
2019-04-09,0.0703,13.7762,0,304.5176
2019-04-10,0.062,13.74,0,304.7618
2019-04-11,0.056,14.126,0,302.1783
2019-04-12,0.0572,14.4519,0,300.0279
2019-04-13,0.0671,14.5658,0,299.2823
2019-04-14,0.1164,14.3834,0,300.4773
2019-04-15,0.1424,12.6753,0,312.095
2019-04-16,0.0983,12.622,0,312.4705
2019-04-17,0.0932,14.1231,0,302.1977
2019-04-18,0.0909,15.3758,0,294.0763
2019-04-19,0.0963,15.5501,0,292.9773
2019-04-20,0.0984,14.2302,0,301.4879
2019-04-21,0.0912,13.8486,0,304.0308
2019-04-22,0.0908,14.3267,0,300.851
2019-04-23,0.0921,15.529,0,293.1103
2019-04-24,0.091,16.3532,0,288.0062
2019-04-25,0.0893,16.7806,0,285.4218
2019-04-26,0.0907,16.1058,0,289.5214
2019-04-27,0.0889,14.7848,0,297.8589
2019-04-28,0.0902,15.7818,0,291.5277
2019-04-29,0.0878,14.9822,0,296.5859
2019-04-30,0.0889,16.3771,0,287.8609
2019-05-01,0.089,17.9237,0,278.7094
2019-05-02,0.0883,18.8425,0,273.516
2019-05-03,0.0874,19.5312,0,269.7348
2019-05-04,0.0859,19.7192,0,268.7193
2019-05-05,0.0838,19.4309,0,270.2797
2019-05-06,0.0798,19.2669,0,271.1751
2019-05-07,0.0758,19.1028,0,272.0758
2019-05-08,0.0703,19.6682,0,268.9939
2019-05-09,0.0644,19.7828,0,268.3769
2019-05-10,0.0578,19.7043,0,268.7995
2019-05-11,0.0556,19.4602,0,270.1205
2019-05-12,0.0609,19.2897,0,271.0503
2019-05-13,0.0604,17.9961,0,278.2938
2019-05-14,0.054,16.1145,0,289.4682
2019-05-15,0.0474,15.8996,0,290.7954
2019-05-16,0.0423,16.5946,0,286.5417
2019-05-17,0.0382,17.6326,0,280.392
2019-05-18,0.0346,18.633,0,274.6848
2019-05-19,0.0315,19.7027,0,268.808
2019-05-20,0.0288,19.7286,0,268.6682
2019-05-21,0.0257,18.7505,0,274.0281
2019-05-22,0.0233,17.8501,0,279.1333
2019-05-23,0.0229,19.2118,0,271.477
2019-05-24,0.0218,20.0956,0,266.7053
2019-05-25,0.0218,20.3569,0,265.3233
2019-05-26,0.0234,20.5558,0,264.2794
2019-05-27,0.0229,20.7534,0,263.2501
2019-05-28,0.0224,20.9509,0,262.2278
2019-05-29,0.0213,20.9627,0,262.1671
2019-05-30,0.0207,20.5243,0,264.4445
2019-05-31,0.0205,19.8348,0,268.0978
2019-06-01,0.0204,19.1902,0,271.5953
2019-06-02,0.0182,19.3172,0,270.8999
2019-06-03,0.0248,18.2577,0,276.8014
2019-06-04,0.0314,17.1436,0,283.2591
2019-06-05,0.0379,18.0352,0,278.07
2019-06-06,0.0445,18.3638,0,276.2001
2019-06-07,0.051,18.6924,0,274.3526
2019-06-08,0.0576,18.1773,0,277.2587
2019-06-09,0.0573,18.9086,0,273.1487
2019-06-10,0.063,19.5087,0,269.8568
2019-06-11,0.0707,19.087,0,272.163
2019-06-12,0.0603,18.813,0,273.6799
2019-06-13,0.0556,18.9328,0,273.0148
2019-06-14,0.0461,17.701,0,279.9949
2019-06-15,0.0406,18.3533,0,276.2593
2019-06-16,0.0386,19.5144,0,269.8263
2019-06-17,0.0372,19.9636,0,267.4083
2019-06-18,0.0359,20.4129,0,265.0285
2019-06-19,0.0344,20.6182,0,263.9535
2019-06-20,0.0333,20.7097,0,263.4771
2019-06-21,0.0293,19.2928,0,271.0332
2019-06-22,0.0266,18.7061,0,274.2758
2019-06-23,0.0247,18.6746,0,274.4522
2019-06-24,0.0269,19.5182,0,269.8054
2019-06-25,0.0291,20.3619,0,265.297
2019-06-26,0.0253,20.2018,0,266.1422
2019-06-27,0.0257,20.4856,0,264.647
2019-06-28,0.0261,20.7695,0,263.1665
2019-06-29,0.0182,20.4796,0,264.6786
2019-06-30,0.0103,20.7581,0,263.2255
2019-07-01,0.009,20.3978,0,265.1079
2019-07-02,0.0145,19.92,0,267.6415
2019-07-03,0.0136,20.6114,0,263.9894
2019-07-04,0.013,20.9734,0,262.1118
2019-07-05,0.0122,20.7082,0,263.4847
2019-07-06,0.0104,21.2465,0,260.7117
2019-07-07,0.009,21.0899,0,261.513
2019-07-08,0.0088,20.9991,0,261.9799
2019-07-09,0.0087,20.0651,0,266.8675
2019-07-10,0.0074,20.2858,0,265.6979
2019-07-11,0.0081,20.7266,0,263.3894
2019-07-12,0.0076,20.7168,0,263.4403
2019-07-13,0.0071,20.7799,0,263.1125
2019-07-14,0.0066,20.9913,0,262.0201
2019-07-15,0.0073,21.0719,0,261.6055
2019-07-16,0.007,20.6533,0,263.7705
2019-07-17,0.0073,21.1015,0,261.4537
2019-07-18,0.0077,21.3042,0,260.4175
2019-07-19,0.0069,21.6319,0,258.7576
2019-07-20,0.0067,22.0557,0,256.6384
2019-07-21,0.0085,21.4719,0,259.5657
2019-07-22,0.009,20.5791,0,264.158
2019-07-23,0.0149,18.9566,0,272.8833
2019-07-24,0.0109,18.2923,0,276.6051
2019-07-25,0.0093,18.1179,0,277.5972
2019-07-26,0.0091,18.4467,0,275.7321
2019-07-27,0.0088,18.9583,0,272.8735
2019-07-28,0.0087,19.3054,0,270.9643
2019-07-29,0.0083,19.9095,0,267.6978
2019-07-30,0.0095,19.8589,0,267.9688
2019-07-31,0.0146,19.1325,0,271.9124
2019-08-01,0.0122,19.0918,0,272.1366
2019-08-02,0.0113,18.9808,0,272.749
2019-08-03,0.0086,19.5083,0,269.8591
2019-08-04,0.0078,20.0443,0,266.9784
2019-08-05,0.0073,19.7891,0,268.3433
2019-08-06,0.0404,20.2884,0,265.6841
2019-08-07,0.0263,21.4552,0,259.6501
2019-08-08,0.0229,21.5532,0,259.1543
2019-08-09,0.0203,21.4452,0,259.7008
2019-08-10,0.0172,21.0552,0,261.6911
2019-08-11,0.0149,19.8897,0,267.8037
2019-08-12,0.0116,20.2618,0,265.8249
2019-08-13,0.0091,21.3682,0,260.0915
2019-08-14,0.0076,21.4358,0,259.7483
2019-08-15,0.0096,21.187,0,261.0156
2019-08-16,0.0103,21.0202,0,261.871
2019-08-17,0.009,21.2556,0,260.6649
2019-08-18,0.0076,21.1643,0,261.1318
2019-08-19,0.0069,21.2246,0,260.8234
2019-08-20,0.0066,21.1392,0,261.2604
2019-08-21,0.0063,21.2143,0,260.8761
2019-08-22,0.0063,21.1385,0,261.2636
2019-08-23,0.0106,20.6393,0,263.8438
2019-08-24,0.0109,18.2842,0,276.6512
2019-08-25,0.008,17.3313,0,282.1529
2019-08-26,0.0073,17.356,0,282.0073
2019-08-27,0.0079,17.7985,0,279.4308
2019-08-28,0.0071,18.7183,0,274.2077
2019-08-29,0.0076,17.7367,0,279.7885
2019-08-30,0.0072,17.4882,0,281.2332
2019-08-31,0.0071,18.9698,0,272.8101
2019-09-01,0.0075,19.4698,0,270.0684
2019-09-02,0.0069,19.3792,0,270.5617
2019-09-03,0.0063,19.5906,0,269.4132
2019-09-04,0.0063,19.9441,0,267.5129
2019-09-05,0.0063,20.1818,0,266.2482
2019-09-06,0.0064,19.336,0,270.797
2019-09-07,0.0063,18.6742,0,274.4545
2019-09-08,0.0064,18.2737,0,276.7103
2019-09-09,0.0062,19.3712,0,270.6048
2019-09-10,0.0064,19.7332,0,268.6436
2019-09-11,0.0066,20.4042,0,265.0745
2019-09-12,0.0074,20.5278,0,264.426
2019-09-13,0.0068,19.8759,0,267.8773
2019-09-14,0.0073,19.1119,0,272.0259
2019-09-15,0.0069,19.4666,0,270.0859
2019-09-16,0.0065,19.3173,0,270.8994
2019-09-17,0.0063,19.2569,0,271.2299
2019-09-18,0.0062,18.5029,0,275.4152
2019-09-19,0.0063,16.3681,0,287.9154
2019-09-20,0.0062,16.7872,0,285.3825
2019-09-21,0.0061,17.2063,0,282.8891
2019-09-22,0.0061,18.7071,0,274.2705
2019-09-23,0.0058,18.8114,0,273.6892
2019-09-24,0.0059,18.1276,0,277.5419
2019-09-25,0.006,16.5108,0,287.0484
2019-09-26,0.0059,17.8681,0,279.0294
2019-09-27,0.006,17.8858,0,278.9275
2019-09-28,0.0062,18.9133,0,273.1228
2019-09-29,0.0061,19.8201,0,268.1766
2019-09-30,0.0059,19.907,0,267.7111
2019-10-01,0.006,19.8566,0,267.9811
2019-10-02,0.0057,20.373,0,265.2383
2019-10-03,0.0056,20.1852,0,266.23
2019-10-04,0.0054,19.589,0,269.4222
2019-10-05,0.0057,15.1552,0,295.4782
2019-10-06,0.0072,14.9977,0,296.4863
2019-10-07,0.0064,16.6625,0,286.132
2019-10-08,0.0076,15.1947,0,295.2264
2019-10-09,0.0068,14.3287,0,300.8373
2019-10-10,0.0064,14.7157,0,298.3065
2019-10-11,0.0064,14.5205,0,299.5784
2019-10-12,0.0063,14.7871,0,297.844
2019-10-13,0.0062,13.5695,0,305.9156
2019-10-14,0.0062,13.2568,0,308.0517
2019-10-15,0.006,12.5468,0,313.0015
2019-10-16,0.0104,12.2979,0,314.7699
2019-10-17,0.0072,10.0219,0,331.8018
2019-10-18,0.0066,10.0476,0,331.6002
2019-10-19,0.0065,9.8922,0,332.8211
2019-10-20,0.0186,11.7506,0,318.7222
2019-10-21,0.008,12.9152,0,310.4154
2019-10-22,0.0119,13.3915,0,307.1284
2019-10-23,0.0086,11.5602,0,320.1179
2019-10-24,0.0074,10.3863,0,328.9671
2019-10-25,0.0071,10.9709,0,324.5065
2019-10-26,0.0071,12.5258,0,313.1496
2019-10-27,0.0169,14.4819,0,299.8313
2019-10-28,0.0091,13.3919,0,307.1255
2019-10-29,0.0079,13.2861,0,307.8499
2019-10-30,0.0099,13.964,0,303.2583
2019-10-31,0.0201,15.4326,0,293.7175
2019-11-01,0.0159,9.7299,0,334.1045
2019-11-02,0.0102,8.3771,0,345.1485
2019-11-03,0.0089,7.9669,0,348.6239
2019-11-04,0.0085,7.6957,0,350.9547
2019-11-05,0.0081,8.7575,0,341.979
2019-11-06,0.0078,9.022,0,339.8053
2019-11-07,0.0078,9.592,0,335.2019
2019-11-08,0.008,7.0131,0,356.9438
2019-11-09,0.0079,4.7708,0,377.9128
2019-11-10,0.0077,6.3977,0,362.4964
2019-11-11,0.0076,8.546,0,343.7345
2019-11-12,0.0083,6.7443,0,359.3513
2019-11-13,0.0079,2.3181,0,403.3623
2019-11-14,0.0078,2.8519,0,397.5831
2019-11-15,0.0077,4.5743,0,379.8513
2019-11-16,0.0078,4.4425,0,381.1602
2019-11-17,0.0079,4.6575,0,379.0284
2019-11-18,0.0084,5.762,0,368.3902
2019-11-19,0.0081,5.9473,0,366.6553
2019-11-20,0.0078,6.3022,0,363.3716
2019-11-21,0.0076,6.203,0,364.284
2019-11-22,0.0078,7.7368,0,350.6002
2019-11-23,0.0091,6.1443,0,364.8265
2019-11-24,0.0098,5.7433,0,368.5656
2019-11-25,0.0083,5.495,0,370.9146
2019-11-26,0.0079,6.2452,0,363.8954
2019-11-27,0.0088,7.8964,0,349.2275
2019-11-28,0.0086,5.8064,0,367.9735
2019-11-29,0.0081,5.9026,0,367.0724
2019-11-30,0.0094,6.608,0,360.5822
2019-12-01,0.0234,6.7284,0,359.494
2019-12-02,0.0149,5.8976,0,367.1191
2019-12-03,0.0114,4.2372,0,383.2151
2019-12-04,0.0096,3.9514,0,386.1072
2019-12-05,0.0144,3.9326,0,386.2982
2019-12-06,0.0128,4.5699,0,379.8946
2019-12-07,0.0083,5.2149,0,373.5951
2019-12-08,0.0082,3.5646,0,390.0798
2019-12-09,0.0111,4.5734,0,379.8595
2019-12-10,0.0104,6.6205,0,360.469
2019-12-11,0.0104,4.0169,0,385.441
2019-12-12,0.0095,2.5249,0,401.1069
2019-12-13,0.0115,3.1555,0,394.3569
2019-12-14,0.0187,5.5269,0,370.6117
2019-12-15,0.0149,5.4171,0,371.6569
2019-12-16,0.0118,5.819,0,367.8553
2019-12-17,0.0109,6.7071,0,359.6866
2019-12-18,0.01,3.0003,0,396.0005
2019-12-19,0.0093,1.1506,0,416.5029
2019-12-20,0.0088,2.0175,0,406.6791
2019-12-21,0.0086,2.67,0,399.5367
2019-12-22,0.0084,3.7153,0,388.5235
2019-12-23,0.0083,5.3745,0,372.0639
2019-12-24,0.0084,5.8684,0,367.3918
2019-12-25,0.0082,5.0046,0,375.6295
2019-12-26,0.0082,5.8017,0,368.0175
2019-12-27,0.0079,6.7072,0,359.6856
2019-12-28,0.0078,7.4668,0,352.9441
2019-12-29,0.008,8.9468,0,340.421
2019-12-30,0.0087,10.6778,0,326.7293
2019-12-31,0.0081,7.1496,0,355.7324
